id,organization,name,url,opens,deadline,amount,other_benefits,eligibility,area,flags,notes,last_verified
partnership-for-public-service-excellence-in-government-fellows,Partnership for Public Service,Excellence in Government Fellows Program,https://ourpublicservice.org/course/excellence-in-government-fellows-program/,Rolling/Annual (fall cohort),~mid-September (fall cohort; confirm exact date),Unfunded / non-monetary,"Part-time, year-long leadership-development program for high-performing federal employees, combining multi-day sessions, executive coaching, and team projects while working full-time in government. Time commitment: 11 months, part-time (six multi-day sessions + ~5hrs/week project work; fellows remain in full-time federal jobs).","$12,900 tuition typically paid by participant's federal agency; applicant must be a current federal employee (GS-14 to GS-15, high-performing GS-13s encouraged); requires supervisor letter/agency support.",Public Policy and Government,,"Eligibility unclear — verify on website. CAUTION: eligibility built around current full-time federal employment, not academic status - doesn't technically exclude students but practically requires already being a federal employee. Source: ourpublicservice.org. Added 2026-06-30 (batch 2); source: https://ourpublicservice.org/course/excellence-in-government-fellows-program/. Imported from personal research tracker; verify all details before applying.",2026-07-01
google-llc-google-summer-of-code-gsoc,Google LLC,Google Summer of Code (GSoC),https://summerofcode.withgoogle.com/,Annual (2027 cycle dates not yet announced),2026 cycle closed 2026-03-31; next cycle 2027 TBD,Funded — verify amount on website,"Google-funded stipend program pairing contributors with established open-source organizations (many in scientific computing, data tooling, infrastructure) for a defined hands-on coding project merged into production open-source projects. Time commitment: 12 weeks standard (flexible 8-22 weeks); part-time/project-based.","18+, eligible to work in country of residence, not in a US-embargoed country. Stipend $750-$6,600 (PPP-adjusted), 45%/55% installments. Open to 'students or open source beginners' - not restricted to enrolled students.",Data Analysis,"Open to undergraduate students, as well as graduate students/professionals, per source.","Funds individuals directly via stipend, not employer-based. Source: summerofcode.withgoogle.com. Added 2026-06-30 (batch 2); source: https://summerofcode.withgoogle.com/. Imported from personal research tracker; verify all details before applying.",2026-07-01
linux-foundation-lfx-lfx-mentorship,Linux Foundation (LFX),LFX Mentorship,https://mentorship.lfx.linuxfoundation.org/,Fall 2026 postings expected ~mid-July 2026,Estimated ~mid-August 2026,Funded — verify amount on website,"Paid mentee stipends for hands-on contributions to open-source projects across CNCF, LF Networking, LF Decentralized Trust, RISC-V, and other Linux Foundation-hosted programs including cloud-native, data-infrastructure, and developer-tooling. Time commitment: Quarterly terms, ~12 weeks each; part-time/project-based.","18+ at term start, eligible to work in jurisdiction, no prior LF-hosted mentorship completed. Stipend $1,000-$6,600 (PPP-adjusted). Explicitly open to both students AND professionals/career-changers.",Data Analysis,"Open to undergraduate students, as well as graduate students/professionals, per source.",Source: mentorship.lfx.linuxfoundation.org. Added 2026-06-30 (batch 2); source: https://mentorship.lfx.linuxfoundation.org/. Imported from personal research tracker; verify all details before applying.,2026-07-01
sovereign-tech-agency-sprind-gmbh-german-federal-agency,"Sovereign Tech Agency (SPRIND GmbH, German federal agency)",Sovereign Tech Fund,https://www.sovereign.tech/programs/fund,Rolling,Rolling,Funded — verify amount on website,"Direct grants to individual maintainers, teams, and companies for developing/maintaining open-source 'digital base technologies' (libraries, package managers, protocols, developer tools). Time commitment: Project-based (several months to ~1 year); not tied to full-time employment.","Open globally to individuals/teams/orgs, EU or not. Minimum total project cost must exceed EUR 50,000 (awards up to ~EUR 1M) - high bar for a solo small project. Code/docs must be OSI/FSF-approved license. Non-equity, non-recourse grant.",Data Analysis,,"Eligibility unclear — verify on website. Distinct from the same agency's separate 'Sovereign Tech Fellowship' (maintainer-in-residence, 2026 window closed) - this is the core rolling Fund grants. Source: sovereign.tech (403 on direct fetch, corroborated via cache). Added 2026-06-30 (batch 2); source: https://www.sovereign.tech/programs/fund. Imported from personal research tracker; verify all details before applying.",2026-07-01
numfocus-inc-small-development-grants,"NumFOCUS, Inc.",Small Development Grants,https://numfocus.org/programs/small-development-grants,Estimated ~September 2026 (Round 2),Estimated ~mid-October 2026,Funded — verify amount on website,"Microgrants up to $10,000 to open-source scientific-computing/data-tooling projects (e.g. NumPy, pandas, Jupyter ecosystem) for hands-on code development, documentation, sustainability work. Time commitment: Project-based, completable within one year; part-time/volunteer-compatible.","Up to $10,000 per proposal, max 2 grants/project/year. Applicant's PROJECT must already hold NumFOCUS Fiscally Sponsored or Affiliated status - an unaffiliated individual can't apply directly.",Data Analysis,,"Eligibility unclear — verify on website. Structural barrier: requires an already-NumFOCUS-affiliated project, not just an individual applicant - flag for practical fit. Source: numfocus.org. Added 2026-06-30 (batch 2); source: https://numfocus.org/programs/small-development-grants. Imported from personal research tracker; verify all details before applying.",2026-07-01
american-statistical-association-asa-gertrude-m-cox-scholarship,American Statistical Association (ASA),Gertrude M. Cox Scholarship,https://www.amstat.org/your-career/awards/gertrude-m-cox-scholarship,Unknown (typically announced early February),"Mar 1, 2027",Funded — verify amount on website,"Annual scholarship (two $1,000 awards) encouraging women into statistically oriented professions, given to women admitted to full-time graduate statistics programs at any accredited institution. Time commitment: Annual award supporting full-time graduate study (one-time scholarship, not a residency).","Open to WOMEN who are US/Canadian citizens or permanent residents, admitted to full-time graduate statistics study by July 1 of award year; two $1,000 awards/year.",Data Analysis,,"GENDER-RESTRICTED (women only) - not covered by owner's existing exclusion rules, flagging for owner to judge personal eligibility. Not dissertation-specific, not postdoctoral. Source: amstat.org. Added 2026-06-30 (batch 2); source: https://www.amstat.org/your-career/awards/gertrude-m-cox-scholarship. Imported from personal research tracker; verify all details before applying.",2026-07-01
georgetown-university-center-for-security-and-emerging-technology,"Georgetown University, Center for Security and Emerging Technology (CSET)",CSET Research Fellow,https://cset.georgetown.edu/careers/,Rolling,Rolling / varies by posting,Funded — verify amount on website,"CSET hires Research Fellows across rotating tracks (AI Applications, CyberAI) to lead policy research on AI/ML development, deployment, and national-security implications. Time commitment: Full-time, hybrid (min 2-3 days/week in DC office); ongoing/rolling position, not a fixed-term cohort.","Requires Master's, JD, or PhD OR 5+ years professional experience (doctorate not strictly required); US work authorization without sponsorship; full-time, hybrid; salary ~$100,000-$120,000.",AI and Tech Policy,,Eligibility unclear — verify on website. CAUTION: functions more like ongoing research-staff hiring (a job) than a single dated fellowship cohort - flag for owner's judgment on whether this belongs in a fellowship tracker. Source: cset.georgetown.edu. Added 2026-06-30 (batch 2); source: https://cset.georgetown.edu/careers/. Imported from personal research tracker; verify all details before applying.,2026-07-01
federation-of-american-scientists-fas-with-aspen-institute,"Federation of American Scientists (FAS), with Aspen Institute",Policy Entrepreneurship Fellowship (PEF),https://fas.org/talent-hub/policy-entrepreneurship-fellowship/,Rolling (tied to Day One Project's year-round Open Call),Rolling / Unknown,Funded — verify amount on website,"Six-month, part-time fellowship where participants work as part-time FAS affiliates to advance their own Day One Project policy proposal from idea to real-world traction, with mentoring from FAS experts. Time commitment: 6 months, part-time.","Part-time, $5,000 stipend, 6 months; no published eligibility restrictions or student-exclusion language; no citizenship/work-authorization language published.",Public Policy and Government,"Open to undergraduate students, as well as graduate students/professionals, per source.",Distinct from FAS Impact Fellowship already tracked (that one is a full-time federal placement). Source: fas.org. Added 2026-06-30 (batch 2); source: https://fas.org/talent-hub/policy-entrepreneurship-fellowship/. Imported from personal research tracker; verify all details before applying.,2026-07-01
afp-foundation-for-philanthropy-association-of-fundraising-professionals,AFP Foundation for Philanthropy (Association of Fundraising Professionals),Wilson C. 'Bill' Levis Fundraising Research Grant,https://afpglobal.org/research-reports/afp-foundation-philanthropy-research-grants-initiatives,Annual,"Annual (~Oct 31, per program guidelines; a conflicting aggregator source cites Mar 2 - verify directly)",Funded — verify amount on website,"Annual grant funding original research on fundraising performance and philanthropic practice; open to fundraising professionals and researchers, not restricted to any single university, degree level, or career stage. Time commitment: Project-based research grant, not a residency.","Guidelines specify up to $10,000/year per project, paid 50% on signing/50% on final report; 2025 average award was ~$5,900/project. No institution, degree-level, dissertation, or postdoctoral restriction found.",Nonprofit Governance,,Eligibility unclear — verify on website. Amount/deadline figures conflict across sources - recommend confirming exact current-cycle deadline/cap directly on afpglobal.org. Added 2026-06-30 (batch 2); source: https://afpglobal.org/research-reports/afp-foundation-philanthropy-research-grants-initiatives. Imported from personal research tracker; verify all details before applying.,2026-07-01
wk-kellogg-foundation-with-center-for-creative-leadership,W.K. Kellogg Foundation (with Center for Creative Leadership),WKKF Community Leadership Network Fellowship,https://wkkfcln.org/,Unknown (Class 5 window not yet announced),Unknown (next class TBD),Funded — verify amount on website,"Leadership-development fellowship for community leaders improving outcomes for children/youth/families; cross-sector program spanning business, government, faith, academia, nonprofit, and philanthropic sectors. Time commitment: 18 months, part-time - six in-person multi-day gatherings + three virtual sessions + ~6-12 hrs/month; designed alongside a fellow's current job.","$20,000 taxable stipend; requires 5+ years relevant professional experience; must reside in contiguous US or bordering Tribal nations. No degree/enrollment-status language found, no explicit student exclusion.",Nonprofit Governance,,"Eligibility unclear — verify on website. Geographic eligibility is broad (multi-state + Tribal nations), not a single-institution restriction. Added 2026-06-30 (batch 2); source: https://wkkfcln.org/. Imported from personal research tracker; verify all details before applying.",2026-07-01
council-on-foundations-career-pathways,Council on Foundations,Career Pathways,https://cof.org/career-pathways,Unknown for next (2027-28) cycle,Most recent deadline 2026-03-02 (passed); next cycle expected ~March 2027,Unfunded / non-monetary,"Leadership-development program for mid-to-senior-level philanthropy/grantmaking professionals preparing for executive roles, combining live sessions, executive coaching, and peer circles over 10 months. Time commitment: 10 months, part-time/non-residential - four learning sessions, ~40-50 hrs of programming, alongside current job with employer support.","Must be a current employee of a grantmaking organization/foundation/philanthropic institution with 5-7 years mid-to-senior-level experience, plus a recommendation from home institution. Pay-to-participate: $5,600-$7,550 members, $9,300 nonmembers; need-based scholarship can cover tuition.",Nonprofit Governance,,"Listed Funded=No because participants/employers pay a program fee rather than receiving a stipend, though scholarship aid is available. Added 2026-06-30 (batch 2); source: https://cof.org/career-pathways. Imported from personal research tracker; verify all details before applying.",2026-07-01
independent-sector-visiting-scholars-program,Independent Sector,Visiting Scholars Program,https://independentsector.org/policy/visiting-scholars/,Verify,Unknown - no published application process found,Funding status unclear — verify on website,Program pairing a scholar with Independent Sector's policy/research team to integrate academic nonprofit-sector research with practitioner experience in service of the organization's sector-wide policy work. Time commitment: Unclear; past scholars' tenures suggest roughly 1-2 year appointments.,"No funding, compensation, or time-commitment details published. Past scholars include both doctorate-holders and at least one practitioner without a doctorate, indicating a completed doctorate is not a prerequisite.",Nonprofit Governance,Nomination or invitation required — not an open application.,No public application form or eligibility criteria posted; past appointments appear invited rather than openly competed. Added 2026-06-30 (batch 2); source: https://independentsector.org/policy/visiting-scholars/. Imported from personal research tracker; verify all details before applying.,2026-07-01
association-for-research-on-nonprofit-organizations-and-voluntary-3,Association for Research on Nonprofit Organizations and Voluntary Action (ARNOVA),Doctoral Fellows Seminar,https://www.arnova.org/page/DoctoralFellows,Verify,Verify,Funding status unclear — verify on website,"Pre-conference half-day seminar for doctoral students, distinct from ARNOVA's Graduate Diversity Scholars and Doctoral Fellowship Program already tracked.",,Nonprofit Governance,,"Eligibility unclear — verify on website. Resurrected from V1/V2 (pre-V7 redesign, did not carry forward); not re-verified since 2026-05-30 - dates may be stale, confirm current cycle before relying on this entry. Imported from personal research tracker; verify all details before applying.",2026-07-01
american-academy-in-rome-rome-prize,American Academy in Rome,Rome Prize,https://www.aarome.org/apply/rome-prize,Aug 2026 (portal opens; annual),"Nov 7, 2026","$16,000 (half-term) or $30,000 (full-term) stipend","Private bedroom and bath, private studio/workspace, meals via Rome Sustainable Food Project, 6-11 month residency in Rome",US citizens; artists/designers with 3+ years professional practice in early/middle career stage; ABD graduate students in eligible humanities fields,Arts,US citizens only,One of the most prestigious fellowships for artists and scholars in early-to-middle career stages; includes a fully funded residency at the American Academy in Rome.,2026-07-01
studio-museum-in-harlem-artist-in-residence,The Studio Museum in Harlem,Artist-in-Residence Program,https://www.studiomuseum.org/residency,Annual (~Feb-Apr),"May 18 (annual, e.g. 2026 cycle)","$50,000 stipend, paid biweekly over one year","Private studio space in Harlem, culminating group exhibition, mentorship, alumni network","Emerging visual artists of African or Afro-Latinx descent, 18+, not currently enrolled in a degree-granting program or overlapping residency",Arts,Restricted to artists of African/Afro-Latinx descent,"Influential year-long, fully funded studio residency for emerging Black and Afro-Latinx artists, culminating in a group exhibition at the Studio Museum.",2026-07-01
mfah-glassell-core-program,"Museum of Fine Arts, Houston / Glassell School of Art",Core Residency Program,https://www.mfah.org/learn/glassell-core-program,Jan 20 (annual),Apr 1 (annual),"$100,000 total ($50,000/year) plus up to $3,000/year health stipend","Private studio, regular studio visits from national and international artists/curators, class discounts at Glassell School","Emerging visual artists and critical writers, post-MFA/early career",Arts,,"23-month, fully funded residency fellowship considered one of the most generous in the US for early-career visual artists and critics.",2026-07-01
jerome-foundation-jerome-hill-artist-fellowship,Jerome Foundation,Jerome Hill Artist Fellowship,https://www.jeromefdn.org/jerome-hill-artist-fellowship,Annual (~Feb),Apr 15 (annual),"$60,000 over 3 years ($20,000/year)",Support for artistic development and professional career development activities,Early-career generative artists (2nd-10th year of practice) residing in Minnesota or NYC's five boroughs; work made while enrolled in a degree program not eligible,Arts,Minnesota or NYC residents only,"Multi-year unrestricted fellowship spanning dance, film, literature, music, theater, and visual arts for early-career generative artists.",2026-07-01
fine-arts-work-center-fellowship,Fine Arts Work Center,Fellowship Program (Writing and Visual Arts),https://fawc.org/apply/,"Sep 5 (writing) / Oct 20 (visual arts), annual","Dec 15 (writing) / Feb 6 (visual arts), annual","$1,250/month stipend plus $1,000 exit stipend","Live/work apartment, ~400 sq ft private studio (visual artists), 7-month residency in Provincetown, MA","Emerging fiction writers, poets, and visual artists",Arts,,"Seven-month, fully funded fellowship awarded to 10 writers and 10 visual artists annually, running October through April.",2026-07-01
poetry-foundation-ruth-lilly-rosenberg-fellowship,Poetry Foundation,Ruth Lilly and Dorothy Sargent Rosenberg Poetry Fellowships,https://www.poetryfoundation.org/awards/prizes-fellowship,Jan 15 (annual),Mar 2 (annual),"$27,000","Poetry magazine subscription and publication invitation, sponsored attendance at the O, Miami Poetry Festival for an inaugural cohort reading","US poets ages 21-31, US citizens or current US residents, limited prior institutional support prioritized",Arts,Age 21-31 only,Five fellowships awarded annually to young poets; among the most prestigious early-career poetry fellowships in the US.,2026-07-01
rattlestick-van-lier-new-voices-fellowship,Rattlestick Theater,Van Lier New Voices Fellowship,https://www.rattlestick.org/van-lier-new-voices-fellowship,Oct 23 (annual),Dec 23 (annual),"$35,000 living stipend plus $5,000 artistic fund","Mentorship from an established playwright, workshop opportunities, culminating presentation of new work","BIPOC playwrights ages 18-30 based in NYC (or within 30 miles) or Minnesota, not enrolled in a degree-granting program",Arts,BIPOC applicants only; age 18-30; NYC or Minnesota residents,"One-year funded playwriting fellowship for early-career BIPOC playwrights, supported by the Edward and Sally Van Lier Fund and administered by Rattlestick Theater.",2026-07-01
air-gallery-fellowship-program,A.I.R. Gallery,A.I.R. Fellowship Program for Emerging and Underrepresented Women and Non-Binary Artists,https://www.airgallery.org/fellowship-program-2026-2027,Annual,Annual (varies by cycle),Funded — verify amount on website,"First solo exhibition in NYC, artist-mentor pairing, one-on-one studio visits, professional development and curatorial support","Emerging women and non-binary visual artists in NYC metro area/Hudson Valley, no solo NYC exhibition in past 10 years, not enrolled in a degree-granting program",Arts,Women and non-binary artists only; NYC metro area residents,"12-month fellowship (Sept-Aug) culminating in each fellow's first solo exhibition at A.I.R. Gallery, with ongoing mentorship and career support.",2026-07-01
firelight-media-documentary-lab-fellowship,Firelight Media,Documentary Lab Fellowship,https://www.firelightmedia.tv/documentary-lab,Apr 6 (annual),May 4 (annual),"$25,000 project grant","Customized mentorship from documentary industry leaders, professional development, networking and industry access",Emerging documentary filmmakers of color directing their first or second feature-length documentary; student films not eligible,Arts,Filmmakers of color only,12-month fellowship supporting early-career documentary filmmakers of color completing a first or second feature; administered by Firelight Media.,2026-07-01
loft-literary-center-mentor-series,The Loft Literary Center,Loft Mentor Series,https://loft.org/awards/mentor-series,Annual (~Sept),Annual (~Nov),Funded — verify amount on website,"Intensive mentorship from nationally recognized writers, access to agents/editors via the Loft's Lit!Series, peer engagement and manuscript feedback","Early-career Minnesota writers in poetry and creative prose, not enrolled in a degree-granting program",Arts,Minnesota-based writers only,One-year fellowship pairing twelve early-career Minnesota writers with eight nationally recognized mentor writers in poetry and prose.,2026-07-01
microsoft-research-fellowship,Microsoft Research,Microsoft Research Fellowship,https://www.microsoft.com/en-us/research/academic-program/microsoft-research-fellowship/,Annual (typically Fall),"Dec 2, 2025 (2026 cycle; recurs annually)","$47,000 for US/Canada-based fellows (unrestricted gift to institution)",Travel funding to support in-person collaboration with Microsoft Research labs,"PhD students and postdocs at accredited US institutions in computer science, engineering, or related technical/research fields",STEM and Engineering,,Restructured in 2025 into a single global program with region-based stipends; US and Canada fellows receive the top tier of funding.,2026-07-01
ibm-phd-fellowship-award,IBM Research,IBM PhD Fellowship Award,https://research.ibm.com/university/awards/fellowships.html,Rolling nomination window,"Aug 31, 2026 (annual)","$40,000 (for students at US universities)",Optional IBM Research mentor and potential collaboration/internship opportunities,"PhD students nominated by a doctoral faculty member (no self-nomination), within two years of expected graduation",STEM and Engineering,Faculty nomination required; students cannot apply directly,"One-year award for PhD candidates in fields aligned with IBM Research, including CS, EE, physics, materials science, and mathematics.",2026-07-01
nvidia-graduate-fellowship,NVIDIA,NVIDIA Graduate Fellowship Program,https://research.nvidia.com/graduate-fellowships,Annual (typically Summer),"Sept 15 (annual, 3pm PT)","Up to $60,000/year",Mandatory paid summer internship at NVIDIA immediately preceding the fellowship year,"PhD students who have completed their first year, in CS, computer engineering, systems architecture, EE, or related fields",STEM and Engineering,,"Funds stipend, tuition and mandatory fees (up to $60,000/year) for research in accelerated computing, AI, robotics, or autonomous systems.",2026-07-01
qualcomm-innovation-fellowship-north-america,Qualcomm Technologies,Qualcomm Innovation Fellowship (North America),https://www.qualcomm.com/research/university-relations/innovation-fellowship/2026-north-america,Annual,Annual (check current-year program page for date),"$40,000 in funding per fellowship (team-based)",Mentorship from Qualcomm engineers and researchers; final pitch showcase event,Full-time PhD (2-student team) at participating US universities proposing technical research,STEM and Engineering,Limited to participating partner universities,"Team-based fellowship rewarding innovative technical research proposals in wireless communications, AI/ML, hardware design, and security.",2026-07-01
simons-society-junior-fellows,Simons Foundation,Simons Society of Fellows – Junior Fellows,https://www.simonsfoundation.org/grant/simons-society-of-fellows-nominations/,Annual nomination cycle,"Sept 10, 2026, 12:00pm ET","~$102,799/year stipend (2027/28 cohort) plus $10,000/year research allowance",Up to 3 years of independent postdoctoral research support with no teaching obligations; full institutional benefits package,"Outstanding early-career PhD scientists in math, physics, computer science, biology, and related fields, nominated by a NYC host institution",STEM and Engineering,By institutional nomination only; must be hosted at a New York City institution,"Highly selective postdoctoral program (under 10% of nominees selected) spanning the natural sciences, math, and computer science.",2026-07-01
bwf-career-awards-scientific-interface,Burroughs Wellcome Fund,Career Awards at the Scientific Interface (CASI),https://www.bwfund.org/funding-opportunities/interfaces-in-science/career-awards-at-the-scientific-interface/,LOI opens summer (annual),"Full application Jan 12, 2026 (LOI due Sept 2, 2025; recurs annually)","$80,000-$85,000/year postdoc stipend; $560,000 total over 5 years",Bridges advanced postdoctoral training into the first three years of a faculty appointment,"PhDs in physics, chemistry, computer science, statistics, engineering, or math transitioning into biological/biomedical postdoctoral research (12-60 months postdoc experience)",STEM and Engineering,,Targets physical scientists and engineers moving into interdisciplinary biomedical research; five-year award spans postdoc-to-faculty transition.,2026-07-01
helen-hay-whitney-research-fellowship,Helen Hay Whitney Foundation,Research Fellowship,https://hhwf.org/research-fellowship/,Annual,"Jun 15, 2026, 5:00pm ET","$73,000-$77,000/year over 3 years","$1,500/year research allowance remitted to host institution","Early postdoctoral scientists (PhD within 2 years, or MD within 3 years; no more than 1 year of postdoc experience) in basic biomedical sciences",STEM and Engineering,Foreign nationals must conduct research in a US lab; US citizens may go abroad,One of the longest-running private postdoctoral fellowship programs in basic biomedical sciences (established 1947).,2026-07-01
npsc-graduate-fellowships-stem-diversity,National Physical Science Consortium (GFSD),Graduate Fellowships for STEM Diversity,https://stemfellowships.org/,Annual (opens Fall),Annual (2026 cycle closed; check site for next opening),"$20,000/year stipend plus full tuition and fees","Paid summer internships with federal agencies, national labs, or industry sponsors; portable to 125+ partner research universities","US citizens/permanent residents entering graduate study in physical sciences, math, or engineering",STEM and Engineering,,Formerly the National Physical Science Consortium; fellowships are renewable for 3-6 years and backed by federal agency and industry partners.,2026-07-01
nist-nrc-research-associateship-postdoctoral,National Institute of Standards and Technology (NIST),NIST-NRC Postdoctoral Research Associateship Program,https://www.nist.gov/iaao/academic-affairs-office/nrc-postdocs,"Rolling, two annual deadlines",Feb 1 and Aug 1 (annual),"GS-11-equivalent stipend (~$80,000-$83,000/year, varies by lab/location)",Access to NIST research facilities and mentorship; relocation and travel allowances at some labs,US citizens with a PhD in a STEM field held for less than 5 years,STEM and Engineering,US citizens only,"Competitive postdoctoral research associateship placing scientists in NIST labs across physics, chemistry, materials science, AI, and engineering; administered jointly with the National Academies' Research Associateship Program.",2026-07-01
noaa-climate-global-change-postdoctoral-fellowship,NOAA Climate Program Office,Climate and Global Change Postdoctoral Fellowship,https://cpo.noaa.gov/fellowships/,Annual (typically September),Annual (typically January; check site for exact date),"$57,500 (year 1), $60,000 (year 2)","Health/dental insurance, retirement contributions (via UCAR), relocation and scientific travel allowances","PhD scientists (doctorate held ≤3 years) in climate, atmospheric, oceanic, or related earth sciences, hosted at a US university or research institution",STEM and Engineering,,"Two-year postdoctoral fellowship founded in 1990, administered by UCAR/CPAESS on behalf of NOAA Research's Climate Program Office.",2026-07-01
usda-nifa-afri-predoctoral-fellowship,USDA National Institute of Food and Agriculture (NIFA),AFRI Predoctoral Fellowship (Education & Workforce Development),https://www.nifa.usda.gov/grants/programs/agriculture-food-research-initiative/afri-education-workforce-development,Annual NOFO release (~January),"Mar 19, 2026 (FY2026 cycle; recurs annually)","$35,000/year stipend (up to $60,000/year total including tuition, fees, and allowances)","Covers tuition, fees, fringe benefits, travel, workshops, and publication costs","US citizens, nationals, or permanent residents who are doctoral students conducting dissertation research in food and agricultural sciences",STEM and Engineering,US citizens/nationals/permanent residents only,"Federal fellowship supporting up to 3 years of dissertation research in agriculture, food systems, and related environmental/biological sciences.",2026-07-01
cdc-epidemic-intelligence-service-fellowship,Centers for Disease Control and Prevention (CDC),Epidemic Intelligence Service (EIS) Fellowship,https://www.cdc.gov/eis/php/participants/application.html,"Mar 09, 2026","Jun 19, 2026",Funded — verify amount on website,"Federal salary and benefits, additional $20,000/year for physicians with an active unrestricted US clinical license, extensive applied epidemiology training and outbreak field deployment experience","US health professionals with a doctoral-level degree (MD, PhD, DVM, or equivalent) seeking applied epidemiology training",Health Sciences,,Prestigious two-year applied epidemiology training program at CDC in which fellows investigate real disease outbreaks nationally and internationally.,2026-07-01
jane-coffin-childs-postdoctoral-fellowship-med,Jane Coffin Childs Memorial Fund for Medical Research,Postdoctoral Fellowship,https://www.jccfund.org/,Rolling (portal reopens annually),"Feb 01, 2027","$72,000 (Year 1), $74,000 (Year 2), $76,000 (Year 3)","Additional funding for research costs, travel, and relocation; supplemented salary for fellows with dependents","PhD (within 24 months of degree) or MD (within 3 years of degree), no more than 12 months of postdoctoral experience, training at a US institution outside their doctoral lab",Health Sciences,,"One of the oldest funds supporting basic biomedical postdoctoral research; awards roughly 25-30 three-year fellowships annually across fields relevant to human disease, including cancer.",2026-07-01
damon-runyon-fellowship-award-health,Damon Runyon Cancer Research Foundation,Damon Runyon Fellowship Award,https://www.damonrunyon.org/for-scientists/application-guidelines/fellowship,Rolling (opens via Proposal Central ahead of deadline),"Aug 14, 2026","$70,000-$76,000/year stipend over 4 years (~$300,000 total)","Up to $100,000 medical school loan repayment for physician-scientists, $1,000/year per-child dependent allowance, $2,000/year expense allowance, mentorship from a tenured/tenure-track sponsor scientist","Postdoctoral basic scientists (PhD, within 18 months of degree) or physician-scientists (MD/DO, board eligible) at US nonprofit research institutions",Health Sciences,,Highly competitive four-year award for early-career cancer researchers with dedicated tracks for basic scientists and physician-scientists.,2026-07-01
american-cancer-society-postdoctoral-fellowship,American Cancer Society,Postdoctoral Fellowship,https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/grant-types/postdoctoral-fellowships.html,Rolling (ProposalCentral opens ~3 months before each deadline),Jun 01 and Dec 01 (Annual),"$66,000-$70,000/year progressive stipend over up to 3 years, plus $4,000/year allowance",Paid parental leave (4-12 weeks) with extended stipend; support for conference attendance and health insurance costs,"Postdoctoral researchers (terminal doctoral degree held 3 years or less) at US academic institutions or eligible nonprofits, without a faculty appointment",Health Sciences,,Long-running national cancer research postdoctoral program with two annual deadlines and a notable paid family-leave benefit.,2026-07-01
aha-postdoctoral-fellowship,American Heart Association,Postdoctoral Fellowship,https://professional.heart.org/en/research-programs/aha-funding-opportunities/postdoctoral-fellowship,ProposalCentral opens ~8 weeks before deadline,"Aug 05, 2026","$63,480-$77,076/year stipend (scaled by experience), plus $12,200/year health insurance and $3,000/year project support","Minimum $1,500/year conference travel support; renewable for up to 4 years total","Postdoctoral researchers with a doctoral degree (MD, DO, PhD, etc.) and no more than 5 years of research experience post-degree; must be an AHA Professional Member",Health Sciences,,"Major national cardiovascular and stroke research fellowship funding one to two years of mentored postdoctoral training, renewable up to four years.",2026-07-01
national-ms-society-postdoctoral-fellowship,National Multiple Sclerosis Society,Postdoctoral Fellowship (U.S. Institutions),https://www.nationalmssociety.org/for-professionals/for-researchers/training-grants-and-fellowships/postdoctoral,Rolling (LOI window precedes full proposal deadline),"Aug 14, 2026 (full proposal); LOI Aug 05, 2026","~$180,000 total over 3 years (stipend scaled by experience)","Mentored research training across basic, translational, clinical, rehabilitation, or population science tracks","Candidates for or holders of an MD/PhD/equivalent with 0-36 months of prior postdoctoral training, training at a US institution (US citizenship not required)",Health Sciences,,Three-year mentored fellowship for early-career MS researchers training at US institutions; explicitly open to international candidates as long as training occurs in the US.,2026-07-01
lsrf-postdoctoral-fellowship,Life Sciences Research Foundation,Postdoctoral Fellowship,https://lsrf.org/apply/award-details/,Rolling (Annual cycle),Annual (check lsrf.org for current cycle date),"$255,000 over 3 years ($79,000/year salary plus $6,000/year research allowance)","Annual LSRF meeting attendance, sponsor-visit support, up to $2,000/year for childcare/healthcare expenses",Recent PhD/MD recipients pursuing mentored postdoctoral research relevant to human health at a nonprofit US institution,Health Sciences,,Highly selective postdoctoral fellowship supporting biomedically relevant basic research; non-US citizens must train at a US laboratory.,2026-07-01
cff-postdoctoral-research-fellowship,Cystic Fibrosis Foundation,Postdoctoral Research Fellowship Award,https://www.cff.org/researchers/postdoctoral-research-fellowship-award,Annual,Annual (check cff.org for current cycle),"$66,000 (Year 1) and $67,000 (Year 2) salary support, plus $9,000/year research and travel funds",Preference given to recent graduates beginning their research careers,"MD, PhD, or MD/PhD conducting basic research related to cystic fibrosis at a US institution",Health Sciences,,Two-year fellowship supporting early-career researchers studying CFTR biology and cystic fibrosis-related basic science.,2026-07-01
crohns-colitis-foundation-research-fellowship-award,Crohn's & Colitis Foundation,Research Fellowship Award,https://www.crohnscolitisfoundation.org/research/grants-fellowships/research-fellowship-awards,Annual (LOI portal typically opens October),"Annual (recent cycle: LOI December, full application February)","Up to $70,000/year (salary match up to $50,000 plus fringe up to $12,500 and $7,500 for non-salary project costs)",Funds available for scientific meeting travel and professional membership dues,Postdoctoral researchers employed by a US health-related institution developing basic or clinical research skills in inflammatory bowel disease (Crohn's disease or ulcerative colitis),Health Sciences,,1-3 year postdoctoral award preparing researchers for independent careers in IBD research; open regardless of citizenship provided work is based at a US institution.,2026-07-01
